sender,no_reacts,text,label
$USER0885,0,"CINE, E TAMPITUL",INSULT
$USER0608,0,tu pleci in texas neamtule ... e clar ... ce sa mai ...,OTHER
$USER1379,0,"Care nu stiti si nu urmariti transmisii , nu mai comentati jignind sau acuzand , in cazul acesta pe Domnul Terhes . Sau sunteti platiti ?",OTHER
$USER0217,0,toti au masca - dati le mastile jos))),OTHER
$USER4269,1,Vai de curu tau,INSULT
$USER1789,2,Atenție la instigatori,OTHER
$USER1278,0,"si eu tot asa ma găndesc că o să fie,o sa fie cam nașpa.",OTHER
$USER1297,0,Alin Vacariu așa.,OTHER
$USER2447,0,"Ăștia care luați""atitudine"" sunteți doar niste analfabeți funcționali..retarzi..in frunte cu dulapul umblător..Madame Diana Muioacă...",INSULT
$USER2195,0,Lazarus om bun care te am cunoscut nu te mai necaji pt niste prosti ca nu ti trece nimeni nici prin fata la cit este tu de destept,INSULT
$USER0671,0,Un ratat bine că a ieșit,INSULT
$USER0127,0,VOLUNTARI militari se alatura Avov......,OTHER
$USER0100,0,Bravo Aurelian adevarat crestin,OTHER
$USER1376,0,De cand si pana cand Romania e miza?...Terhes rescrie istoria ca sa dea bine cu SUA...pfff,OTHER
$USER4073,0,SA. PIARĂ. DICTATURA. JOSNICA. SATANISTA. SLUGILE. IOHANES. GUVERN. PARLAMENTARI. CAGHEBISTI.,ABUSE
$USER1816,0,Nu suntem deacord sa ne ia copii in război.sa plece ei care vor război .La multi ani femei si mame frumoase!,OTHER
$USER4068,0,Felicitări români patrioți adevărați Jos sataniști huligani interlopi din guvern!,ABUSE
$USER1763,0,Neutralitate și pace .,OTHER
$USER0120,3,Domnule Neamțu spuneți și despre crimele făcute de trupele naziste Azov asupra rușilor din Donetsk !!!,OTHER
$USER1429,4,NU VAD CA RUSII SA ATACE STATE DIN AMERICA CUM AU FĂCUT-O EI ÎN IUGOSLAVIA,OTHER
$USER1495,0,Mai lasă să vb Terheș,OTHER
$USER1447,0,Ca sa intri in nato,OTHER
$USER0431,0,Satana de chiriac,ABUSE
$USER3308,0,Puiu Traian Suciu dobitocule .du-te mă să cumperi ulei sal bei cu ouă crude că să poți să latrii .bou îndobitocit .farA coaie .castrat .,ABUSE
$USER1046,0,Terhes ce iti mai place istoria,OTHER
$USER0435,0,"DUCEȚI-VĂ DRACULUI CU NATO ȘI UE, LUAȚI-L PE PUTOAREA DE IOHANIS ȘI TOȚI HOȚII DIN GUVERN ȘI PARLAMENT ȘI DUCEȚI-VĂ ÎN RĂZBOI!!!",ABUSE
$USER3170,0,"Nu va e rusine. Sa acceptați acești nenorociți , rusofoni .",INSULT
$USER1557,0,PESD niște jigodi,ABUSE
$USER0823,0,Eugen George Bonciog și eu,OTHER
$USER0241,5,Începe DRESAJUL,OTHER
$USER2651,0,Gunoiule nimeni nu merge la război...,ABUSE
$USER1541,0,Mihai Raduta Nu,OTHER
$USER0543,0,Bogdan Chiriac prostu de la firf de la Romînia T V.,INSULT
$USER2950,0,Bogdan Stoian muie,ABUSE
$USER2253,1,Și ciini din România tre dați jos..,INSULT
$USER1620,0,"Nu pot distribuii , cenzorii slugarnici ai sistului satanic lucrează .",ABUSE
$USER0316,0,Poate cazi dracu cu masina intro groapa jeguaso,ABUSE
$USER0735,0,Bună seara domnule Luis Lazarus!,OTHER
$USER0220,2,"Ne liniștim pe dracu , asta nu vine degeaba , e ceva sigur",PROFANITY
$USER1285,1,"Chemati romanii la arme, atunci sa vedeti voi foc de artificii la cwrwl vostru!",PROFANITY
$USER0429,3,Slugoiul de Chiriac este incantat si foarte fericit.,ABUSE
$USER1724,0,"Ce au zis ce au facut,ca nu mai stiu nimic",OTHER
$USER1743,0,Copiii nostri nu au de ce sa moara intr-un razboi al acestui secol! Potoliti-va! Nu va mai faceti planuri pe viata nostra! Ne nastem liberi!,OTHER
$USER0244,6,"VREA SA-L CONVINGA PE IOHANIS SI PE CIUCA SA PERMITA TRECEREA PRIN SPATIUL AERIAN SI TERESTRU SA TRIMITA EI ARME ,UCRAINIENILOR ...",OTHER
$USER1587,1,"Stefan Dauto ,ești spălat pe creier,ce aperi și pe cine mai idiotule",INSULT
$USER1767,1,Bravo Diana nu vrem război să ne lase copii in pace,OTHER
$USER0684,0,Poate un repetent...,OTHER
$USER1512,0,Sa vina Putin! Vom scăpa de hoți!,OTHER
$USER0671,0,Sa vedem câinele când o vedea alianță China -Rusia -Iran!!,OTHER
$USER0701,2,Neamțu face verificări în familiile altora ? Nu e corect să caute pe net și să devieze discuția ...Da suntem proști de buni și acceptăm mult prea multe de la unii !,OTHER
$USER0711,2,"Masti erau fabricate in Romania dar al nostru minister nici nu a vrut sa auda , le-au luat de la chinezi ca sa-si ia spaga. Mastile din Romania au fost vindute la francezi. NU STIATI ?",OTHER
$USER0752,0,Mare ....mare adevăr ! Respect !,OTHER
$USER0126,0,MULTUMIM DIN SUFLET DOMNA SENATOR SOSOACA!!! VA IUBIM!!! DIANA PRESEDINTE!!!,OTHER
$USER1481,0,"Este un război "" aranjat "" ! V-am apreciat f mult d-le Terhes dar de această dată nu ne mai spuneți nimic despre dedesubturile acestui "" război trucat ""!",OTHER
$USER1991,0,"Sluga de la cotroceni sā fie imediat arestat, politia si jandarmeria sunt slugile ticalosilor criminali si tradatori ai Romaniei si Poporului Român",ABUSE
$USER0526,0,Ba 8 lei 1 sac de cartofi dacă mai pui 8,OTHER
$USER3666,0,Mascați aia de rahat din ce bani sant plătiți oare,INSULT
$USER2348,0,Dana Mihuț unii sunt prosti rău de tot și habar nu au ce ne așteaptă … popor de PR-iști lași sclavi fricoși (unii),ABUSE
$USER0200,3,"Nemții sunt foarte zgârciți, nu dau o felie de pâine",OTHER
$USER1643,0,"Vrem pace iar daca vor razboi sa se duca aia care votează contra noastră ,nu copiii noștri nevinovați",OTHER
$USER1192,1,Jocul ocultei mondiale vîndutilor,OTHER
$USER0150,0,Chiar ca uitase.....onu ce face?,OTHER
$USER0831,2,NEUTRALITATE NU RĂZBOI,OTHER
$USER1081,0,"Felicitari George mult respect mult success, voua",OTHER
$USER4197,0,Natalia Gyk Bacyu morți mă ti,ABUSE
$USER2481,0,"BAI GUNOIULE RETARDATULE DACA MAI INDRAZNESTI SA O JIGNESTI PE DOAMNA DIANA ,AI PROBLEME CU MINE !",ABUSE
$USER1215,0,Oameni buni in strada ca nu mai tine.,OTHER
$USER0136,0,Si cine a ucis acei copii?,OTHER
$USER0634,0,"Noi suntem in romania nu in rusia,",OTHER
$USER0121,0,Am. Văzut la italieni pozele sunt 500 de copii e singurul cimitir di lume cu copii uciși,OTHER
$USER0368,2,A venit dupa Zelensky,OTHER
$USER0136,0,Ce facem cu recesamantul asta ? Dl Cristian ce ziceți?,OTHER
$USER3905,0,"Jandarmi nenorociți ce sunteți ,oamenii acestea lupta pentru dreptate și de cate beneficiați și voi",INSULT
$USER0003,0,"Sunt Popoare marii care au saracit,si acum vor sa distruga populatiile micii cu Resurse de tot genul,ca ei sa poata supravietui.",OTHER
$USER0752,0,Felicitări ptr emisiune ! Rezonez maxim cu ce spune dl Cezar !,OTHER
$USER0039,2,Sofer ....Seful curtii de conturi DE RASUL CURCILOR,OTHER
$USER0729,0,Poate rusii o sa le faca pe amandoua incasezi?,OTHER
$USER0791,0,Ioana Chirieci ce aveți cu Nato,OTHER
$USER0608,0,ramane sa mai plece si simion ...,OTHER
$USER1912,0,"O sa murim toti dar noi o sa murim fara pensii speciale , ia sa mearga cei implicati sa ne apere ca la aceste pensii meritam sa fim aparati de ei , nu copii nostri !",OTHER
$USER2993,0,Sa inceapa razboiul ca asa va sterpim . Si voi presa ati manipulat oameni ducetiva dracu . Sa Imi dea armament in mana,ABUSE
$USER0084,2,NE CREDE PROȘTI,OTHER
$USER0033,0,Milițianul handicapat și alte scursuri ! Sunt secrete militare care nu trebuie sa le cunoască toți incompetenții !,INSULT
$USER1528,4,Domnule Terhes vorbești mult dar nu înțeleg nimic..Halal și cinste Dianei Sosoaca înțelege și un copil mic..ceea ce spune ea..tu te invirti în jurul cozii și nu zici nimic..,OTHER
$USER0674,0,Si ce ne intereseaza pe noi ce salarii au ?,OTHER
$USER0789,1,"Vorbește maciuca României, un premier liga la fotbal.",OTHER
$USER0400,0,Ce a facut acesta doamna pentru tara? Nimic bun.,OTHER
$USER0377,0,Ion Ciopata asa este .. dar de vina suntem noi ca nu.i trimitem în origini .. gunoaie penale care ne conduc,ABUSE
$USER1676,0,Stimata doamna Diana saaveti o zi binecuvîntata de Domnul Isus Hristos sunteți o doamna curajoasă,OTHER
$USER1079,0,Ce puteți spune de recesamint?,OTHER
$USER0387,0,Ba sunteti in urma Satanistul Citu,ABUSE
$USER0400,0,Jos cu satanisti.,ABUSE
$USER3800,0,...demni de laude putiniste...idioti... .,INSULT
$USER0436,0,"Noi dorim Neutralitate si Paceeeee!!!!Nu avem nevoie de americani,nu ne sunt prieteni,doar isi vad interesul lor,atat.",OTHER
$USER1067,0,Trebuie linșați aia trebuie făcut,OTHER
$USER3591,0,Alo jigodiilor de jandarmi ducetiva dracului la lupta lasati lumea in pace nu aparati criminali sa ia sa plece totata mafia criminala,ABUSE
$USER0325,0,"Hai slugilor ragusiti ,tare",ABUSE
$USER1327,0,Respect și admirație!!!,OTHER
$USER0023,0,"Putin a spus că ne dă teritoriile românești din așa zisă Ucraina inapoi ,dar statul nu le dorește.",OTHER
$USER3327,0,Idioți sunteți voi Și toți prosti care cred în Propaganda voastră.,INSULT
$USER1670,1,La mulți ani doamna senatoare multă sănătate,OTHER
$USER0203,3,Lili Ruse ești un om de doi lei ! Nu mă așteptam !,OTHER
$USER0365,0,"Vine armata lui Arafat urmează ciparea,la vaccin nu a-ți fost cuminți,erați singura țară pe verde,la șefii lumii nu le plac nesupusii",OTHER
$USER1507,0,Domnul Luis lázaro mereu ați avut dreptate cum a avut și Dan Diaconescu dar l-au închis gunoaiele ca le spunea tot în fata,ABUSE
$USER0454,0,Asa raniti se vopsesc,OTHER
$USER0791,0,Exista dar nu se baga în alegerile noastre,OTHER
$USER1046,0,Bine că ai căutat pe Google,OTHER
$USER1036,0,Tigan Presedinte,ABUSE
$USER1326,0,Satana știe că nu mai are mult de trăit și acum turbeaza vrea sa ne omare pe toți,PROFANITY
$USER0193,0,comunism ca-n china o fi peste tot,OTHER
$USER3403,0,"tot ce se vorbeste se realizeaza??? fraieri fara cap,se sinta imnul e ok dar tot aceeasi cacati bolnavi ramin..",INSULT
$USER3666,0,Proștilor ați stat în frig să luați motorina la 11 lei acum in loc sa ieșiți în stradă stânga la rand sa nu pierdeți uleiul disperaților de viață ce santeti,INSULT
$USER0544,2,chirieeeeeac dute acasa gogule stim cine esti,OTHER
$USER1146,0,"George Simion,presedinte!",OTHER
$USER0105,0,Chiar asa va fi ca toți unește SUA,OTHER
$USER0750,0,"Suntem groapa de gunoi NATOau facut ce fac AMERICANII, o tara o cuceresti, distrugandui industria , educatia, apararea o indatorezi si o domini fara probleme ..... Au nevoie de sclavi",ABUSE
$USER0014,0,"Da u dc stai in casa si nu ajuti...sau facut atatea proteste,u ce ai facut",OTHER
$USER1313,2,"Huoiooo daca nu începea războiul în Ucraina restricțiile continua cu valul 5, 6, etc.",OTHER
$USER0021,0,Eatà patrioti sunt dati la o parte,OTHER
$USER0046,2,Mars acasa kamila,INSULT
$USER3851,0,"DRAGI ROMÂNI JOS MAFIA, POLIȚIA ȘI JANDARMERIA SLUGILE HOȚILOR ȘI CORUPTILOR DIN GUVERN ȘI PARLAMENT",ABUSE
$USER0345,0,Puslamalele se pregatesc s-o-ntinda!,INSULT
$USER0791,0,Săracilor so s...I ca si bogatul și săracul tot în aceasi direcție ajung,ABUSE
$USER0949,0,Mulțumesc frumos pentru informații și va doresc mult succes în continuare,OTHER
$USER0337,0,"Numarati i pasiii'elegantei""",OTHER
$USER1168,2,Nu mai Panicații Populatie cu asfel de stirii. Cu recrutare. HUOO,OTHER
$USER0076,2,"Romanii nu suntem prosti domnule ""patriot"" Terhes.",OTHER
$USER0685,2,"Domnul Neamțu, usurel, nu prea le știi, te asteptam cu informatii nu cu pareri proprii/suspiciuni",OTHER
$USER1738,0,Trebuie să dăm foc la parlament,OTHER
$USER1108,0,Jos cu mafia din guvern,OTHER
$USER0942,5,"Dragă Luis, întreabă-l te rog pe Dan Chitic ce putem face în legătură cu recensămîntul. Mulțumesc",OTHER
$USER1827,1,"Mamelor, veniti în strada! Mamelor, veniti sa ne salvam copii! Iesiti din casa, daca va pasa! Toate Mamele din tara, veniti sa stam aici sa ne protejam copii! In strada!",OTHER
$USER3321,2,Doamne ajuta să scăpăm de sistemul comunist. Jos mafia PNL PSD USR,INSULT
$USER1218,1,Eu ii dau lu Ciuca și Iohanis...că nu vin eu la lupta pentru toți proștii,INSULT
$USER1032,0,Nu se dorește stingerea conflictului ci escaladarea lui,OTHER
$USER0815,5,Cui ii pasa de poporul Român???? Suntem conduși de trădători,OTHER
$USER2001,0,"Comunistul de COARNĂ CÎT ARE VENITUL LUNAR, A IEȘIT LA PENSIE LA 45 DE ANI",ABUSE
$USER2417,0,Prosti penelistii și răi,INSULT
$USER0648,0,Pedant si arogant...,OTHER
$USER3128,0,"Băi văsîle ce nume de lache ai măi bulan,lătrarai după tot neamu tău.",INSULT
$USER1373,0,"Domnul Terhes, sincer am avut incredere, dar de data asta nu inteleg ce treaba ai cu acest razboi ? ori baieti 'destepti' au ajuns si la tine ?",OTHER
$USER0296,0,jooooo... iu ză prezident of iunaitid steits of americaaaaa,OTHER
$USER0687,0,"Dul MNeamtu de ce comparati Romània cu Russia si o comparati cu Germania sau Anglia, Franta, Ungaria, Croatia, Olanda, Belgia, Polonia.....",OTHER
$USER0277,0,"Așa ați început și cu Covrig , stați liniștiți că e o gripă normală și puțin timp după ați rupt în bătaie că nu purta mască!!!!",OTHER
$USER0022,0,"Din cauza la ieftini,,,, plătim scump",OTHER
$USER4133,0,"și,Werner tace ca boul",INSULT
$USER2969,2,Avea dreptate Ovidiu Grosu ca Simion este un tradator si un ticalos meschin. Nu prezinta incredere,INSULT
$USER1140,0,Pe George Simion viitorul președinte al României să ne scapă de hoț și trădător care au furat România în timp de 32 de ani,OTHER
$USER0109,0,"DA, SI ACESTI 70 000 DE MILITARI VOR FI PUSI SUB COMANDA FRANTEI, ASTA PTR AL IRITA PE PUTIN.NAZISTUL ASTA DE JOHANNIS VREA SA IMPLICE ROMINIA PTR A NE BAGA IN RAZBOI DIRECT",ABUSE
$USER0036,0,Casian Anghel nouă ordine mondiala înseamnă o lume fara Dumnezeu!,OTHER
$USER1471,0,"Luis Lazarus spunei invitatului tãu sã vb in conformitate cu adevarul,Sa vb si de Americani şi de Ruşi, şi rolul poporului nostru ! ?!",OTHER
$USER1405,0,"Du-te în America să fii parlamentar american, Terhes, și lasă românii",OTHER
$USER3042,0,Ducețiva dracu la Moscova!!,PROFANITY
$USER0613,0,ești un oportunist neamțule,OTHER
$USER1373,0,"SI AMERICA CE A FACUT MAI NENE ? LASO DARQ, RUSIA ACUM INTOARCE PAMANTUL PE DOS ? DAR CATE RAZBOAIE A PURTAT ? AMERICA CAND A INVADAT YUGOSLAVIA NU A MAI FOST AMENINTARE PENTRU ROMANIA ?",PROFANITY
$USER3021,0,"Octavia Jovanovic sa va dea Putin bombe ar fi bine, vati batut joc de Ukraina voi cu NATO al vostru si acum va temeti de Putin, nenorociti",INSULT
$USER0520,0,Chiriac in ce tara fugi cand vine razboiu te duci dupa nils ca si ala e tot spion transmite din madrid,OTHER
$USER0713,0,Ce resurse naturale are Europa pentru a produce ceva.,OTHER
$USER1563,0,lol... cele mai mari secrete...,OTHER
$USER1386,0,Respect dl.Lazarus !,OTHER
$USER0525,0,Vrem NEUTRALITATE si PACE,OTHER
$USER1265,3,Faceți reportaje și cu populația de rand!!,OTHER
$USER1182,1,"Eu am o întrebare : --""România are président -???""",OTHER
$USER0454,0,"Nu este adevarat dle Chiriac vine pt ca Polonia si Germania au respins migurile cu care sa trimita in Ucraina, iar daca ai nostrii accepta ,noi vom fi bombardati de rusi,",OTHER
$USER1584,1,Au început să bruieze transmisia gunoaiele din securitate,ABUSE
$USER0995,0,Cum am ajuns sa fim depedenti de Rusia si Ucraina ?,OTHER
$USER3669,0,"Simion tu ești mai gay și și mai drogat ca Zelenscky, măcar ăla este căsătorit și are copii care-și iubește țara !",ABUSE
$USER0024,2,Jos PNL USR PSD UDMR.,OTHER
$USER1446,0,Domnule Terhes deja ma superi!,OTHER
$USER1705,4,UNDE ESTE AUR ? RUSINE SA LE FIE,OTHER
$USER0753,0,Foarte mare dreptate are domnul Cezar Ionescu,OTHER
$USER1402,0,Sa scapam de voi,OTHER
$USER0725,0,Frumos invitatat are caracter ! Sa traiasca !,OTHER
$USER1822,0,Mulțumim și dumnivoastra sa la multi ani cu sănătate.,OTHER
$USER2842,3,Ești mai prost decât prevede legea fara să știe constituția.,INSULT
$USER0316,0,Pizde de 2 bani care mananca cacat la RTV!!! Si ele se numesc jurnaliste,ABUSE
$USER0613,0,spune și de BLM!!,OTHER
$USER1829,0,România treziți-vă,OTHER
$USER1839,0,Dorm sunt nepăsători știu doar sa.jicneasca,OTHER
$USER0544,0,sa zbarlit carnea pe mine au venit americanii,OTHER
$USER1797,0,La multi ani tuturor femeilor,OTHER
$USER0115,0,Nu I mai acord timp acestui sinistru personaj. Tot ce face este manipulare. Foloseste cuvinte ca libertate si drepturi cezand ca ne poate spala creierul. Pass terhes. We see trough you!,OTHER
$USER2408,0,JOS CRETINII SOROS BILDELBERG DIN ROMANIA,INSULT
$USER1494,0,"George Belibou Salutari, Gigi !",OTHER
$USER3591,0,Alo jandarmeria ducetiva la lupta la razboi nu stati si paziti luumea la cur nesimtitilo,PROFANITY
$USER1699,0,Restul doamna Șoseaua la multi ani de ziua femeii,OTHER
$USER0744,0,Foarte frumos discurs Cezar Ionascu ai facut bine de la i invitat in emisiune D Luis !,OTHER
$USER0161,2,FELICITARI MIHAI NEAMTU ...AI DAT DOVATA DE POLITETE SI RESPECT!,OTHER
$USER0246,0,Milus Ravasi Vb frumos în p mea,PROFANITY
$USER0740,0,Foarte interesant !Stima !,OTHER
$USER2585,1,"ASTA SA FACEȚI DOAMNA SENATOR , BLOCATI TOATE ACESTE JEGURI CE CRED CA POT ACOPERI STRALUCIREA UNUI DIAMANT PRIN FAPTUL CA ARUNCA CU NOROI PESTE UN DIAMANT!",ABUSE
$USER0116,0,De ce crezi că vorbea Johannis despre independenta energetică? E posibil de probarea centralelor thermonuclear!!!,OTHER
$USER1777,0,"NU MAI VOTAM A.U.R,pai unde sunt ei acum?:",OTHER
$USER1179,1,"Va fi razboiul preturilor, asta e clar!!!",OTHER
$USER1858,0,"Nu sunteți singuri! In sufletele românești, bate o inima a PĂCII, armoniei și liniștii!",OTHER
$USER1600,0,Romania este mai puternica cu NATO is USA,OTHER
$USER0608,0,lazarus ... o emisune si cu chem trails? e mult lume care se plange ca au revenit avioanele mortii ...,OTHER
$USER1023,0,Cînd o să fie Simion la biroul lui parlamentar din sectorul 3 ? Vreau să merg în audiență la el pentru că este vecinul meu.,OTHER
$USER3826,0,"Dacă era un protest pro PNL era libera trecere. Treceți fraților, ce dracu e asta dictatura pe fata.",PROFANITY
$USER1467,3,"Terheș lasă-ne cu inepțiile, devii penibil!",OTHER
$USER0724,0,Problema lu Sosoaca e AUR si sta sa bage limbi la PSD.,ABUSE
$USER0120,0,FELICITĂRI AURLUAN pentru deconspirarea trupelor naziste Azov !,OTHER
$USER3643,0,Alin Ionescu mizerie ești tu fraere,ABUSE
$USER0027,0,ACEȘTI UCRAINIENI VOR AVEA DREPT DE VOT,OTHER
$USER0201,2,"Stergi comentariile Aureliane, cand nu-ti convin?",OTHER
$USER2136,1,Stați liniștit dl Lazarius... mutălăul nostru ne va băga în război în mod intenționat...are o agendă de urmat,INSULT
$USER0461,0,Vrem sa fim liberi,OTHER
$USER0322,0,Vin extratereștri annunaki,OTHER
$USER0859,0,Dar crimele făcute în Iugoslavia de americani este și România ca dat drept de survola spațiul aerian,OTHER
$USER0638,0,"Atunci stai naibi la mijloc , ca-i mai bine asa !",PROFANITY
$USER1076,0,Ar fi bun si Diaconescu linga voi ca sibel este impotriva hotilor,OTHER
$USER3253,2,Lingåtori de cururi americane...,INSULT
$USER0809,2,Să se întoarcă pe scenă !!!,OTHER
$USER1607,0,Bucureștiul nu iasă ?,OTHER
$USER0766,0,Da la 35 km înălțime,OTHER
$USER1246,0,Noi trebuie sa rămânem neutri,OTHER
$USER0340,3,Marș în America gunoaielor!,ABUSE
$USER0332,4,Gunoaiele lumii.,ABUSE
$USER2905,2,Mamele Romice sunt mai ceva ca țiganii cind e vorba de copii lor,ABUSE
$USER1608,0,BARNA CRIMINAL BARNA LA PUSCARIA USR NEOMARXISTI JOS GLOBALISTII,OTHER
$USER0482,0,Afară din Tară Gunoaielor,ABUSE
$USER1613,1,La mulți ani de 8 Martie ziua Femeii mult respect,OTHER
$USER3361,0,Simioane ești mare gunoi,ABUSE
$USER0084,4,"E ȘCOLIT IN SUA, NE CREDE PROȘTI",OTHER
$USER1046,0,Luis te rog să îl aperi pe Ilie Năstase,OTHER
$USER1419,0,Nicu Buculeasa a fost razboi pt.teritorii acum razboiul este intre dumnezeu si diavol. Intre crestini si satanisti. Satanistii vor face raca intre tari crestine pt. Al mania pe dumnezeu.,PROFANITY
$USER0991,0,Buna seara dl aocat Chitic. Este o plăcere să vă ascultăm,OTHER
$USER0656,0,Tratatu i facut sa fie incalcat..e regula in caz de razboi,OTHER
$USER1489,0,Ce dialog sa ai cu niste indivizi care au interzis învățământul în limba română în teritoriile furate de la Romania de moștenitorii URSS (ucraineni).,OTHER
$USER1063,0,"de ce de fiecara data la miting,ati tras oamenii inapoi?",OTHER
$USER0081,3,Kovesi e sluga lui Ursula!,ABUSE
$USER1167,1,Facebookul de ce nu blochează aceste emisi care incită la ură dacă eu vorbesc ce nu-mi convine mă blochează numai de cât.,OTHER
$USER0729,0,Putin = criminal,OTHER
$USER0858,2,"Alooooo, nu crede în mașinăria americană de dezinformare, pt numele lui Dumnezeu ! Nu picați plasă ca în pandemie!!!!!!!",OTHER
$USER0296,0,"kmala jooooo... bunăciunea creolă a americii, vine la Dulapul de la Cotroceni. Gioană prostănacul e pe budă în diaree cronică, nu mai are hârtie igienică......",ABUSE
$USER2291,2,Ba proștilor de nu va place ce zice cărați va pe pagina lui Ioha. O sa muriți prosti pentru tara asta plina de trădători și hoti,INSULT
$USER3418,0,VAGABONDUL SIMION LA PUSCARIE. DETURNEAZA PROTESTUL. LARAZITUL. MARS. FACUT LA BETIE DE TAC SU PENAL ALCOOLIC,ABUSE
$USER0151,0,De la o posta se vede ca terhes e omul americanilor,OTHER
$USER0010,0,"Puțoi, învață istorie să nu mori prost cum te-ai născut.",INSULT
$USER2481,0,DUPA CE E PROST ROMANUL E SI CU RAHATUL LA CUR...,INSULT
$USER1688,0,Niciodată nu vom lupta pentru Ucraina!!! !!!,OTHER
$USER1907,0,Mare dreptate aveți doamna Sosoaca,OTHER
$USER1305,1,Cine este cel ce a propus proiectul asta????,OTHER
$USER2131,0,Iohanis satanistule,ABUSE
$USER1976,0,Aur la containar de gunoi,ABUSE
$USER0687,2,Programul dulapului sclav! Falimenteazà tot sà fie cumpàratà Tara cu 3 €.,ABUSE
$USER1126,0,Călin Georgescu,OTHER
$USER0084,3,"ARTIȘTII KURULUI SUNT LA FEL DE CRIMINALI CA DOCTORII, CA MASS MEDIA, CA POLITICIENII",INSULT
$USER1507,0,"De ce ți cu América terhes dacă vin americani și ataca România și dau vina pe rusi, stai tu în prima linie",OTHER
$USER0344,0,Sa meargă toate travestitele la razboi,OTHER
$USER0529,0,Ne vor distruge în continuare,OTHER
$USER2119,0,Degeaba avem bogații că sintem prostii proștilor niște lași fricoși și pupincuriști slugile străinilor.,ABUSE
$USER1787,0,Jos mas media coruptă!,OTHER
$USER0295,0,Hitler e de mult în Europa,OTHER
$USER1204,0,Mwe maimuțelor vaxinate,ABUSE
$USER0791,1,De aia avem conștiința sa ne iertam unii pe altii,OTHER
$USER1128,0,Munteanu Valentin să-ți luam toții morții in pula.,ABUSE
$USER2120,0,Uite cine vorbește un prost care nu știe nimic stai parcat nebunule,INSULT
$USER0235,0,"Pușcărie pentru Alina, huoooo",OTHER
$USER0101,0,Minți diabolice și în lumea civilizată ! Trebuie sa scăpăm de ei,OTHER
$USER1559,0,Întrebare. Ce dracu fac ăștia cu atâția bani? Când o sa zică ajunge,PROFANITY
$USER0161,0,"DOMNUL MIHAI NEAMTU E UN GENIU ,ARE UN LIMBAL INTELIGENT ,FITI ATENTI CUM SE EXPRIMA CA E OM CITIT!",OTHER
$USER0283,0,Ce proasta e asta care vb ..zici ca are și prune în gura ...,INSULT
$USER0340,0,"Da lu Camala i se vede mărul lui Adam, e și bărbat și femeie",OTHER
$USER3571,0,Daca protestati asa nu se rezolva nimic ori se intra peste ei si muie la jandarmi ori degeaba,ABUSE
$USER1148,0,Nu a mers cu covitul merge cu războiul panica totala:,OTHER
$USER1889,0,ÍEŞIȚI AFARÃ DIN CASE OAMENI BUNI...SATANIŞTII ÃŞTIA NE OMOARÃ CU ZILE..ÎNCEARCÃ DIN TOATE PÃRȚILE!,ABUSE
$USER1233,0,Ca întotdeauna pe ascuns!,OTHER
$USER3418,0,O HSITA DE MAIDANEZI TURBATI. ARESTATI. SMENDATI. PUTINISTII. ANALFABETII.,INSULT
$USER0131,3,"M-am săturat de gargara asta!. Nimic despre ce implementează Ursula în spatele razboiului , despre QR, recensământ...",OTHER
$USER0639,0,Cînd am intrat prima dată trăiau ca PATRONI.,OTHER
$USER1574,0,Nu știu dacă ati auzit a scăpat informația de la Arafat ca ne lasa fără curent 4 zile.,OTHER
$USER2209,1,TOT PROST AI RAMAS,INSULT
$USER0076,0,Buna ziua doamna senator.,OTHER
$USER1044,0,Ne ia la armata,OTHER
$USER1344,4,D-nul europarlamentar a abandonat lupta pentru desecretizarea contractului încheiat De UE și fima Pfeizer pt vaccin?,OTHER
$USER0927,0,Vai de noi caterinca ați dus discursul în altă direcție.,OTHER
$USER1299,1,Sa va las un comentariu sa al dați an direct la total tara și la domni din parlamentul României și la domnul președinte iohanis,OTHER
$USER0055,0,Doamne nu am cuvinte sa mă exprim,OTHER
$USER1770,0,"Bă sulă, dacă intrăm în război o să mai lucrezi la mă-ta la coada vacii.",ABUSE
$USER0751,0,"Ți în fata,eu după tine",OTHER
$USER1132,0,"Hoții din fruntea statului român se victimizează dacă îi bati un pic pe umăr, Bravo George!",OTHER
$USER1400,0,Bună seara! Sa fim puternici!,OTHER
$USER0326,0,Te doare capul cu slugărnicia României pana acum nu au mai venit Americani acum au venit sa ne bage în război huoooo,ABUSE
$USER0079,0,Maniga Constantin mars pe gigi 24,INSULT
$USER1206,2,"Johannis, Ciolacu si Ciuca la puscarieeeeee! #ROexit",OTHER
$USER1745,0,IOHANNIS SA PLECE LA LUPTA PENTRU UCRAINA !!!!,OTHER
$USER1583,0,"Unde dracul estei libera Sosoaca? Acu. Ne cheamă la arme, abia aștept sa spun mai pe departe, o viata am!",PROFANITY
$USER1590,0,La multi ani de 8 Martie!,OTHER
$USER3094,0,Trei pierde vara care fac show pentru înapoiați,INSULT
$USER0809,0,"Respect și stimă, domnule Luis Lazarus!",OTHER
$USER0283,0,Care garanții porcule,INSULT
$USER0307,0,Eu fac Pariu ca asta nu mai apuca sa plece de la noi aici se marita daca ai da Iohanis sarmale si mici cu mustar,OTHER
$USER0525,0,Nu mai vb urat cei care sunteti in Live cereti NEUTRALITATE si PACE cu toti poate o sa ne auda si vocea poporului,OTHER
